"","name","birthyear","taste","height","weight","gender"
"1616","Daniel",1997,"Magic",1.55,119,"M"
"1618","Lucas",1999,"Study",1.92,107,"O"
"1619","Ariel",1959,"Travel",1.59,126,"O"
"1620","Paulo",1955,"Dogs",1.89,83,"O"
"1621","Letícia",1991,"Guitar",1.89,130,"F"
"1622","Marina",2019,"Sports",2.65,56,"F"
"1623","Marina",1974,"Games",2.88,86,"F"
"1625","Ariel",1985,"Movie",2.56,110,"M"
"1624","Ariel",1972,"Cats",1.62,99,"O"
"1626","Melissa",2010,"Guitar",1.79,73,"F"
"1627","Cesar",1991,"Movie",2.62,130,"M"
"1628","Rogério",2002,"Movie",1.93,94,"M"
"1630","Daniela",1962,"Travel",2.68,60,"F"
"1632","Rogério",1998,"Games",1.62,107,"M"
"1629","Melissa",2010,"Dogs",1.92,81,"O"
"1631","Paulo",2006,"Magic",2.57,120,"O"
"1633","Letícia",2019,"Travel",2.65,57,"F"
"1634","Marcela",2003,"Games",1.85,101,"F"
"1637","Lucas",1958,"Movie",1.57,68,"O"
"1635","Daniela",1994,"Sports",1.66,95,"F"
"1638","Paulo",1979,"Magic",2.64,104,"O"
"1636","Marcela",1960,"Food",1.83,91,"O"
"1639","Marcela",1988,"Guitar",2.59,87,"F"
"1641","Kátia",1984,"Guitar",2.56,70,"O"
"1640","Daniela",1986,"Magic",1.87,129,"F"
"1643","Daniela",1971,"Chess",1.53,82,"O"
"1644","Ariel",1989,"Guitar",2.5,58,"O"
"1642","Cesar",1966,"Chess",1.62,121,"M"
"1645","Marcela",1987,"Guitar",2.75,65,"F"
"1647","Felipe",1975,"Food",1.97,78,"M"
"1646","Nathália",2007,"Travel",2.79,113,"F"
"1648","Lucas",1982,"Chess",2.86,127,"M"
"1650","Cesar",2006,"Guitar",1.98,73,"M"
"1651","Ricardo",1972,"Games",1.73,90,"O"
"1653","Paulo",2007,"Travel",2.86,130,"M"
"1649","Marcela",1955,"Dogs",1.53,111,"O"
"1652","Ricardo",2016,"Travel",1.76,120,"O"
"1654","Nathália",1965,"Sports",1.73,89,"O"
"1655","Nathália",2014,"Magic",2.69,63,"F"
"1659","Ariel",1970,"Guitar",2.5,72,"F"
"1658","Kátia",2014,"Travel",2.84,126,"O"
"1656","Daniela",2001,"Cats",2.56,113,"F"
"1657","Matheus",2008,"Dogs",1.6,76,"M"
"1660","Letícia",2011,"Dogs",2.59,83,"F"
"1661","Nathália",1974,"Magic",2.63,106,"O"
"1664","João",1974,"Magic",1.83,109,"M"
"1662","Daniela",1990,"Cats",1.51,90,"F"
"1665","Luis",1990,"Magic",1.83,121,"M"
"1663","Nina",1960,"Movie",1.89,85,"O"
"1666","Marina",2019,"Study",2.73,101,"F"
"1667","Lucas",1963,"Travel",2.64,93,"O"
"1668","Ariel",2009,"Magic",1.63,79,"O"
"1670","Ricardo",1997,"Games",2.53,67,"M"
"1669","Nina",1974,"Sports",1.66,129,"F"
"1672","Melissa",1974,"Guitar",1.6,127,"F"
"1673","Ariel",1969,"Movie",2.52,85,"F"
"1671","Nathália",1979,"Cats",1.84,121,"F"
"1674","Lucas",2008,"Games",1.86,120,"O"
"1675","Letícia",1998,"Magic",2.62,91,"F"
"1676","Daniela",2016,"Movie",1.87,118,"F"
"1677","Ariel",1995,"Games",2.82,129,"M"
"1679","Rogério",1987,"Study",2.51,57,"M"
"1680","Marcela",2020,"Games",2.51,106,"F"
"1678","Kátia",1991,"Food",1.93,108,"O"
"1681","Lucas",1993,"Movie",2.71,71,"M"
"1682","Ariel",2007,"Cats",1.74,57,"O"
"1683","Nina",1963,"Movie",2.66,61,"F"
"1684","Cesar",2006,"Cats",1.68,93,"M"
"1687","Lucas",1990,"Dogs",2.51,58,"M"
"1686","Marcela",2008,"Cats",1.68,105,"F"
"1685","Matheus",1972,"Dogs",2.98,60,"M"
"1688","Ariel",2000,"Games",1.95,108,"F"
"1689","João",1995,"Cats",2.85,97,"M"
"1690","David",1978,"Study",1.98,94,"M"
"1691","Ariel",2005,"Chess",2.64,56,"F"
"1692","Nathália",2015,"Sports",1.71,110,"O"
"1693","Ricardo",1993,"Travel",1.59,82,"M"
"1694","Melissa",1980,"Chess",2.55,71,"F"
"1695","Melissa",1998,"Magic",2.65,99,"F"
"1696","Felipe",2007,"Cats",2.88,114,"M"
"1698","Paulo",1978,"Dogs",2.8,83,"O"
"1697","Matheus",1961,"Chess",2.73,63,"M"
"1699","Felipe",2003,"Chess",2.56,129,"O"
"1701","Marina",1960,"Movie",1.6,119,"F"
"1700","Melissa",1986,"Travel",2.85,126,"O"
"1702","Melissa",1974,"Study",1.97,67,"F"
"1703","Matheus",1957,"Guitar",2.69,109,"O"
"1704","Marina",2017,"Chess",2.64,107,"O"
"1705","Ricardo",2004,"Magic",1.97,110,"M"
"1706","Marcela",1967,"Chess",2.72,72,"F"
"1707","Marina",1999,"Food",2.61,89,"F"
"1708","Melissa",1995,"Dogs",1.97,114,"F"
"1709","Letícia",2004,"Chess",2.63,67,"F"
"1710","David",1955,"Chess",2.53,100,"M"
"1711","Letícia",2016,"Games",1.71,89,"F"
"1712","Nina",1957,"Chess",2.77,98,"O"
"1713","Ariel",2014,"Cats",2.85,77,"O"
"1714","Larissa",1959,"Movie",2.81,89,"F"
"1715","Paulo",1994,"Dogs",2.9,84,"M"
"1716","Matheus",1974,"Movie",1.56,104,"O"
"1717","Luis",1968,"Travel",1.8,126,"O"
"1718","Lucas",1959,"Guitar",1.53,99,"M"
"1719","Daniela",1964,"Sports",1.72,99,"F"
"1721","Paulo",1988,"Cats",2.66,126,"M"
"1720","João",2001,"Guitar",2.53,64,"O"
"1722","Nina",2009,"Dogs",1.55,60,"F"
"1723","Cesar",1960,"Magic",1.5,86,"M"
"1724","Lucas",1997,"Cats",1.87,69,"O"
"1725","Felipe",2018,"Cats",1.9,64,"M"
"1726","Luis",1994,"Magic",2.56,83,"O"
"1727","Letícia",2002,"Study",1.56,100,"O"
"1728","Daniela",1993,"Guitar",1.83,111,"F"
"1729","Daniela",1990,"Sports",1.72,65,"O"
"1730","Kátia",2011,"Chess",2.55,67,"F"
"1731","Rogério",1985,"Games",1.73,57,"O"
"1732","Lucas",2015,"Movie",1.87,64,"M"
"1733","Larissa",1996,"Food",1.59,78,"O"
"1734","Kátia",1994,"Magic",1.88,81,"O"
"1735","Larissa",2018,"Sports",2.54,103,"F"
"1736","Ariel",1976,"Travel",2.92,78,"O"
"1737","David",1955,"Sports",1.71,118,"O"
"1738","Ariel",1971,"Travel",2.67,75,"F"
"1739","Kátia",2008,"Magic",1.78,103,"O"
"1740","João",1982,"Food",1.61,63,"O"
"1741","Daniela",1961,"Magic",1.72,98,"O"
"1742","Cesar",1965,"Sports",2.63,70,"M"
"1743","Daniel",1996,"Cats",1.71,130,"M"
"1744","Daniela",1976,"Chess",2.81,114,"F"
"1745","Lucas",1997,"Movie",1.77,95,"M"
"1746","Marcela",1972,"Sports",2.92,93,"O"
"1747","Rogério",1971,"Guitar",1.77,112,"M"
"1748","Nina",1960,"Games",2.71,75,"O"
"1749","Daniel",1989,"Dogs",2.95,98,"O"
"1750","Daniel",1979,"Dogs",1.81,66,"M"
"1751","João",1969,"Food",1.94,60,"M"
"1752","Ariel",1970,"Food",2.67,106,"F"
"1753","Paulo",1989,"Dogs",1.62,78,"M"
"1754","Marina",2011,"Travel",2.96,79,"F"
"1755","Kátia",1956,"Dogs",1.95,91,"F"
"1756","Larissa",2008,"Cats",2.64,130,"F"
"1757","Daniela",2005,"Travel",1.68,129,"F"
"1758","Matheus",1966,"Sports",2.73,127,"M"
"1759","Paulo",1964,"Sports",2.6,113,"O"
"1760","Ariel",1995,"Magic",1.64,94,"F"
"1761","Daniel",1975,"Chess",1.82,76,"M"
"1762","Nina",2000,"Guitar",1.7,107,"F"
"1763","Cesar",2007,"Movie",2.88,67,"O"
"1764","Larissa",2007,"Study",1.71,76,"F"
"1765","Ariel",2008,"Games",2.74,62,"M"
"1766","Nina",2017,"Magic",2.59,64,"O"
"1767","Daniela",2015,"Sports",2.8,61,"O"
"1768","Kátia",2008,"Sports",2.77,122,"F"
"1769","Nina",1977,"Guitar",2.82,68,"F"
"1770","Lucas",1989,"Magic",1.99,125,"O"
"1771","Ariel",1982,"Study",1.62,74,"F"
"1772","Matheus",1981,"Movie",1.9,96,"O"
"1773","Ariel",2000,"Dogs",2.95,83,"F"
"1774","Larissa",1979,"Food",1.82,74,"F"
"1775","Lucas",2000,"Movie",2.9,104,"M"
"1776","David",2011,"Travel",1.65,116,"O"
"1777","Ricardo",1970,"Chess",2.91,106,"M"
"1778","Marcela",1991,"Magic",2.58,120,"F"
"1779","Marcela",2003,"Food",1.63,114,"F"
"1780","Nathália",2018,"Travel",1.75,82,"F"
"1781","João",1959,"Study",2.77,118,"M"
"1782","Marina",2006,"Chess",1.82,110,"F"
"1783","Cesar",1957,"Sports",2.94,75,"M"
"1784","João",2010,"Movie",1.91,76,"M"
"1785","Rogério",1969,"Dogs",1.71,88,"O"
"1786","Kátia",1987,"Movie",1.9,70,"F"
"1787","Lucas",1993,"Dogs",1.68,107,"M"
"1788","Rogério",2008,"Games",1.75,118,"M"
"1789","Larissa",2008,"Sports",1.53,109,"F"
"1790","Matheus",2017,"Cats",2.72,66,"M"
"1791","Melissa",1976,"Sports",2.87,113,"O"
"1792","Letícia",1996,"Movie",2.67,129,"F"
"1793","Felipe",1962,"Food",1.93,82,"O"
"1794","Daniela",1977,"Cats",1.55,60,"O"
"1795","Nina",1957,"Travel",1.9,98,"F"
"1796","Rogério",2020,"Cats",2.88,73,"O"
"1797","Daniela",1965,"Guitar",1.91,121,"F"
"1798","Felipe",2013,"Chess",1.79,69,"O"
"1799","Matheus",1977,"Cats",2.82,112,"O"
"1800","Larissa",1976,"Sports",2.83,121,"O"
"1801","Ariel",2005,"Sports",1.74,80,"M"
"1802","João",1955,"Sports",1.88,120,"O"
"1803","Nathália",1962,"Study",2.64,64,"F"
"1804","Ricardo",1987,"Study",2.65,73,"M"
"1805","Paulo",1992,"Cats",2.96,104,"O"
"1806","Luis",1979,"Sports",2.97,64,"M"
"1807","Daniel",2011,"Magic",2.74,102,"M"
"1808","João",1984,"Chess",1.56,129,"O"
"1809","Larissa",1992,"Study",2.64,57,"F"
"1810","Daniel",1999,"Dogs",2.82,77,"M"
"1811","David",1998,"Study",2.57,60,"O"
"1812","João",2001,"Guitar",2.7,89,"O"
"1813","Felipe",2006,"Games",1.7,84,"M"
"1814","Ariel",1997,"Chess",1.7,58,"O"
"1815","Lucas",1961,"Study",2.95,70,"O"
"1816","Marcela",1981,"Cats",1.99,66,"F"
"1817","Marcela",1987,"Chess",2.8,121,"F"
"1818","Lucas",1979,"Food",2.92,103,"M"
"1819","Lucas",1960,"Movie",1.76,70,"M"
"1820","Rogério",1999,"Sports",1.66,105,"M"
"1821","Luis",1963,"Food",1.75,94,"M"
"1822","Melissa",2000,"Dogs",2.52,123,"O"
"1823","Nathália",1984,"Movie",2.78,82,"F"
"1824","Lucas",1993,"Travel",1.67,60,"O"
"1825","Cesar",1962,"Chess",2.95,105,"O"
"1826","Nathália",2019,"Guitar",2.56,115,"F"
"1827","Nathália",1970,"Guitar",1.76,107,"F"
"1828","Ariel",1982,"Cats",2.72,80,"O"
"1829","Daniela",2000,"Chess",1.84,57,"F"
"1830","Luis",1979,"Magic",2.56,117,"O"
"1831","Rogério",1989,"Cats",1.91,125,"M"
"1832","Lucas",1996,"Magic",2.71,60,"M"
"1833","Melissa",1992,"Movie",1.67,74,"F"
"1834","Daniel",2020,"Movie",2.86,64,"O"
"1835","Marcela",2009,"Games",2.97,120,"F"
"1836","Marcela",2009,"Study",1.71,68,"F"
"1837","Cesar",2004,"Guitar",1.5,76,"M"
"1838","Lucas",2000,"Dogs",1.95,128,"M"
"1839","João",1962,"Dogs",2.78,67,"O"
"1840","Nina",2019,"Guitar",2.72,68,"F"
"1841","Nathália",1964,"Movie",2.57,97,"F"
"1842","Cesar",1975,"Dogs",2.73,78,"M"
"1843","Matheus",2007,"Study",2.86,116,"M"
"1844","Nina",1990,"Travel",2.8,117,"F"
"1845","Nathália",2005,"Travel",1.51,83,"O"
"1846","Nina",1974,"Dogs",1.83,80,"O"
"1847","Nina",1989,"Movie",1.61,103,"O"
"1848","Cesar",1978,"Travel",2.88,93,"O"
"1849","Ariel",2012,"Sports",1.84,94,"M"
"1850","Matheus",2016,"Dogs",2.61,61,"M"
"1851","Nina",1979,"Chess",2.57,65,"O"
"1852","Nathália",1975,"Cats",2.94,129,"O"
"1853","Marina",1962,"Games",2.62,116,"O"
"1854","Daniel",2010,"Movie",1.65,99,"M"
"1855","Kátia",2010,"Sports",1.81,87,"F"
"1856","Melissa",1967,"Chess",2.91,112,"F"
"1857","Ariel",1984,"Games",1.9,71,"F"
"1858","Daniel",2013,"Games",1.92,99,"M"
"1859","Rogério",2010,"Travel",1.81,130,"O"
"1860","Ricardo",2014,"Chess",1.86,95,"M"
"1861","Nina",1972,"Movie",2.86,87,"F"
"1862","Daniel",1982,"Dogs",1.78,72,"O"
"1863","David",1967,"Food",1.73,93,"O"
"1864","Kátia",2011,"Chess",2.54,130,"F"
"1865","Larissa",2011,"Cats",1.66,81,"O"
"1866","Kátia",1970,"Movie",2.7,104,"F"
"1867","Melissa",1972,"Games",2.77,83,"F"
"1868","Kátia",1989,"Cats",1.63,105,"F"
"1869","David",2015,"Sports",1.68,127,"M"
"1870","Daniel",1979,"Dogs",1.91,96,"M"
"1871","João",1980,"Games",1.5,89,"M"
"1872","Ricardo",1960,"Cats",1.78,122,"O"
"1873","Marina",1970,"Dogs",2.88,66,"O"
"1874","Paulo",2017,"Guitar",2.55,97,"O"
"1875","David",2010,"Games",2.76,69,"M"
"1876","Ariel",2019,"Study",1.66,93,"F"
"1877","Daniel",1995,"Magic",2.63,62,"M"
"1878","Marcela",1969,"Magic",1.59,73,"O"
"1879","Nathália",1967,"Movie",1.94,69,"F"
"1880","Kátia",2019,"Guitar",2.62,130,"F"
"1881","Lucas",1973,"Travel",1.58,114,"M"
"1882","Lucas",1968,"Food",1.91,104,"M"
"1883","Marcela",1984,"Cats",2.61,115,"O"
"1884","Lucas",1984,"Movie",1.74,80,"M"
"1885","Larissa",1956,"Movie",2.99,70,"O"
"1886","Nina",2007,"Food",1.63,63,"F"
"1887","Melissa",2014,"Movie",1.68,104,"F"
"1888","David",1967,"Travel",2.93,65,"M"
"1889","João",1995,"Games",1.99,109,"O"
"1890","Luis",2006,"Study",2.69,111,"M"
"1891","Marcela",1967,"Magic",2.57,107,"F"
"1892","David",1995,"Cats",2.9,74,"M"
"1893","Nathália",1983,"Study",1.53,129,"F"
"1894","Melissa",1990,"Magic",1.66,93,"F"
"1895","Cesar",1984,"Guitar",2.74,120,"M"
"1896","Larissa",1962,"Movie",2.83,56,"F"
"1897","Felipe",1979,"Food",1.7,84,"O"
"1898","Kátia",1970,"Movie",2.53,58,"F"
"1899","Ariel",1976,"Games",1.81,103,"M"
"1900","Lucas",2006,"Movie",1.85,119,"O"
"1901","Letícia",1961,"Games",1.87,115,"F"
"1902","Ariel",1966,"Movie",2.61,108,"M"
"1903","Lucas",2008,"Travel",2.9,91,"O"
"1904","Felipe",1999,"Sports",2.89,67,"M"
"1905","Larissa",1978,"Magic",2.97,78,"F"
"1906","João",1995,"Dogs",2.82,61,"M"
"1907","Letícia",2002,"Travel",2.79,124,"O"
"1908","Ariel",1971,"Sports",1.62,72,"F"
"1909","Lucas",1959,"Games",1.62,68,"M"
"1910","Ariel",1972,"Movie",2.7,102,"O"
"1911","Daniela",1979,"Sports",2.85,97,"F"
"1912","David",1979,"Dogs",1.59,122,"O"
"1913","Letícia",2012,"Movie",2.73,93,"F"
"1914","Daniel",1985,"Movie",2.88,61,"O"
"1915","Daniela",2005,"Food",2.75,76,"O"
"1916","Matheus",1958,"Food",1.72,66,"M"
"1917","Lucas",1999,"Food",2.57,71,"O"
"1918","Marcela",1998,"Food",2.87,56,"F"
"1919","Ricardo",2001,"Guitar",2.9,117,"M"
"1920","Melissa",2015,"Chess",2.85,74,"F"
"1921","David",2007,"Sports",1.9,91,"O"
"1922","Marina",1996,"Guitar",1.78,88,"F"
"1923","Cesar",1983,"Food",2.69,83,"M"
"1924","Nathália",2018,"Movie",2.5,123,"F"
"1925","Cesar",1971,"Guitar",2.54,108,"O"
"1926","Daniel",1981,"Sports",2.94,75,"O"
"1927","Paulo",2011,"Guitar",1.58,103,"O"
"1928","Luis",2006,"Dogs",1.8,97,"O"
"1929","Letícia",1962,"Chess",1.58,112,"O"
"1930","Daniela",1990,"Dogs",2.51,67,"F"
"1931","Marcela",1977,"Food",2.56,112,"F"
"1932","Paulo",1968,"Study",1.67,68,"O"
"1933","Felipe",1964,"Games",1.72,95,"O"
"1934","Luis",2020,"Magic",1.51,90,"M"
"1935","Ricardo",1990,"Guitar",2.69,117,"M"
"1936","Melissa",1979,"Games",1.86,65,"O"
"1937","Lucas",1960,"Movie",2.83,126,"M"
"1938","Daniel",2013,"Dogs",2.73,101,"O"
"1939","Felipe",1996,"Sports",1.8,79,"M"
"1940","Nathália",1999,"Games",2.68,114,"O"
"1941","Ariel",1982,"Travel",2.84,77,"O"
"1942","Cesar",1992,"Guitar",2.97,68,"O"
"1943","Daniela",1982,"Games",2.93,81,"O"
"1944","Melissa",2011,"Study",2.84,67,"F"
"1945","Nathália",2020,"Games",2.5,75,"F"
"1946","Ariel",1986,"Chess",1.86,82,"O"
"1947","Larissa",1965,"Study",1.86,60,"F"
"1948","Ariel",2005,"Movie",2.95,106,"F"
"1949","Luis",2000,"Food",1.81,108,"O"
"1950","Melissa",2001,"Movie",1.63,103,"F"
"1951","Rogério",1965,"Sports",2.78,103,"M"
"1952","Daniela",2002,"Travel",2.95,66,"F"
"1953","Nathália",1976,"Sports",2.73,72,"O"
"1954","Letícia",2020,"Food",2.61,72,"F"
"1955","Luis",1992,"Cats",2.56,84,"M"
"1956","Lucas",2010,"Sports",1.92,102,"M"
"1957","Lucas",1999,"Chess",1.5,76,"M"
"1958","Daniela",1986,"Games",1.89,130,"F"
"1959","Melissa",2012,"Guitar",1.67,78,"O"
"1960","Nina",2020,"Study",1.97,75,"F"
"1961","Daniel",2011,"Cats",1.91,84,"M"
"1962","Paulo",1960,"Magic",2.93,93,"M"
"1963","Ariel",1956,"Food",1.5,130,"F"
"1964","Letícia",1956,"Study",2.91,87,"F"
"1965","João",2014,"Dogs",2.84,89,"O"
"1966","Letícia",1970,"Dogs",1.78,128,"F"
"1967","Melissa",2010,"Cats",2.7,76,"F"
"1968","Paulo",2017,"Guitar",1.52,117,"O"
"1969","Melissa",2010,"Travel",2.75,121,"O"
"1970","Marina",2001,"Sports",1.93,91,"O"
"1971","Paulo",1984,"Magic",1.67,116,"O"
"1972","Melissa",1964,"Chess",1.78,107,"O"
"1973","Lucas",1998,"Cats",2.53,70,"O"
"1974","Felipe",1985,"Study",1.94,63,"O"
"1975","Lucas",2002,"Cats",2.5,94,"M"
"1976","Larissa",1990,"Guitar",1.52,74,"O"
"1977","Kátia",1976,"Sports",1.73,113,"F"
"1978","Kátia",1994,"Study",1.66,61,"O"
"1979","João",2000,"Dogs",2.62,82,"M"
"1980","Letícia",2006,"Guitar",1.85,100,"F"
"1981","Marcela",2013,"Study",2.65,108,"F"
"1982","Marina",1981,"Travel",1.55,126,"O"
"1983","Melissa",1961,"Travel",1.92,95,"F"
"1984","Lucas",1969,"Dogs",2.99,115,"M"
"1985","Kátia",1998,"Games",2.61,68,"F"
"1986","Daniel",2006,"Movie",1.82,127,"O"
"1987","Ariel",2020,"Magic",1.53,98,"F"
"1988","Daniel",2017,"Cats",2.97,99,"M"
"1989","Ariel",1997,"Games",1.68,57,"O"
"1990","Ricardo",1989,"Magic",1.91,91,"O"
"1991","Matheus",1971,"Chess",2.76,111,"M"
"1992","João",1981,"Cats",2.81,60,"M"
"1993","Kátia",1968,"Dogs",2.5,61,"F"
"1994","Nina",2000,"Cats",1.71,71,"F"
"1995","Nathália",1965,"Guitar",1.81,96,"F"
"1996","David",1970,"Food",2.88,81,"M"
"1997","Lucas",1965,"Games",2.9,124,"M"
"1998","Luis",1974,"Games",1.8,56,"O"
"1999","Nina",1974,"Chess",2.98,107,"F"
"2000","Ariel",1994,"Travel",2.5,87,"O"
"2001","Lucas",1963,"Food",1.96,68,"O"
"2002","Lucas",1979,"Movie",1.52,64,"M"
"2003","Kátia",1982,"Study",1.72,82,"O"
"2004","Ariel",2010,"Food",1.54,122,"O"
"2005","Daniel",1955,"Cats",2.55,61,"M"
"2006","Marina",1987,"Travel",1.66,73,"F"
"2007","Letícia",1991,"Chess",1.7,77,"F"
"2008","Lucas",1958,"Guitar",2.88,67,"O"
"2009","Ariel",2014,"Study",2.52,62,"M"
"2010","Melissa",1995,"Food",2.99,56,"F"
"2011","Daniela",1996,"Dogs",1.86,118,"F"
"2012","Daniel",1985,"Cats",2.84,127,"M"
"2013","Rogério",1984,"Games",1.7,84,"M"
"2014","Letícia",1995,"Dogs",1.68,78,"F"
"2015","Nina",1980,"Study",2.99,119,"F"
"2016","Daniela",1971,"Movie",1.57,103,"F"
"2017","Marina",1979,"Movie",1.83,79,"F"
"2018","Melissa",1970,"Chess",2.61,111,"F"
"2019","Melissa",1974,"Games",2.53,127,"F"
"2020","Cesar",2019,"Chess",1.83,94,"M"
"2021","Kátia",1964,"Guitar",2.86,75,"F"
"2022","Lucas",1994,"Movie",1.99,65,"M"
"2023","Cesar",1996,"Magic",1.89,69,"O"
"2024","Melissa",2019,"Sports",1.87,106,"F"
"2025","João",1979,"Magic",2.92,108,"M"
"2026","Nina",1994,"Study",1.64,128,"F"
"2030","Cesar",1983,"Dogs",2.81,79,"M"
"2031","Ricardo",1969,"Cats",1.73,60,"M"
"2032","Nathália",2019,"Magic",1.6,71,"O"
"2033","Marina",1996,"Travel",1.65,118,"F"
"2034","Nathália",1976,"Sports",2.97,62,"F"
"2035","Paulo",2002,"Cats",2.53,117,"M"
"2036","João",1996,"Dogs",2.9,83,"M"
"2037","Cesar",1989,"Cats",1.55,110,"O"
"2038","Ariel",2017,"Guitar",1.92,86,"O"
"2039","Daniela",1999,"Food",2.98,90,"O"
"2040","Luis",1997,"Travel",2.65,69,"O"
"2041","Ariel",1988,"Chess",1.55,58,"F"
"2042","Marcela",2012,"Travel",1.9,78,"O"
"2043","Daniela",1975,"Magic",1.9,67,"F"
"2044","Rogério",1958,"Dogs",2.54,94,"M"
"2045","Lucas",1977,"Sports",2.81,110,"M"
"2046","Matheus",1990,"Movie",2.74,94,"O"
"2047","Daniela",1973,"Dogs",2.65,61,"F"
"2048","Felipe",1989,"Food",1.65,82,"M"
"2029","David",1971,"Study",1.6,92,"O"
"2049","Melissa",1982,"Food",2.99,125,"O"
"2027","Ariel",1985,"Food",1.84,58,"O"
"2050","Lucas",1982,"Travel",1.62,56,"O"
"2053","Daniela",1997,"Food",1.9,106,"F"
"2051","Matheus",2007,"Games",2.55,105,"O"
"2054","Marina",1968,"Movie",1.64,57,"F"
"2052","Lucas",1981,"Food",2.9,104,"M"
"2056","Kátia",2018,"Sports",1.94,103,"O"
"2057","Larissa",1964,"Magic",1.68,104,"O"
"2028","Ricardo",1995,"Guitar",2.92,123,"M"
"2058","Felipe",1967,"Magic",1.64,98,"O"
"2055","Marina",2003,"Dogs",1.66,80,"F"
"2060","Matheus",1996,"Games",2.87,66,"M"
"2062","Nina",1955,"Games",2.51,95,"F"
"2061","Matheus",1993,"Sports",2.76,118,"M"
"2063","Letícia",1960,"Games",1.84,56,"F"
"2059","Nathália",1988,"Chess",2.94,69,"F"
"2064","Cesar",1988,"Sports",2.93,107,"M"
"2065","Larissa",1965,"Sports",1.78,66,"F"
"2066","Melissa",1961,"Study",1.87,57,"F"
"2068","João",1992,"Guitar",2.51,78,"O"
"2067","Nina",2008,"Magic",1.98,67,"F"
"2070","Melissa",1968,"Sports",1.86,100,"F"
"2071","Felipe",1967,"Guitar",1.78,82,"M"
"2069","Luis",2020,"Cats",2.57,84,"M"
"2072","João",1996,"Guitar",1.93,98,"O"
"2073","Ariel",2007,"Travel",1.51,92,"O"
"2074","Daniela",2002,"Guitar",1.62,60,"F"
"2075","João",1987,"Magic",2.81,127,"M"
"2076","João",2016,"Magic",2.66,94,"M"
"2077","Paulo",2003,"Study",2.72,76,"M"
"2078","João",2019,"Chess",2.7,61,"M"
"2079","Matheus",1977,"Food",2.93,125,"M"
"2080","Paulo",1955,"Study",1.8,65,"O"
"2081","Daniela",1984,"Magic",2.95,77,"F"
"2082","Marcela",1979,"Sports",2.67,113,"F"
"2083","Ariel",1994,"Guitar",2.87,77,"O"
"2084","Letícia",1973,"Travel",2.56,86,"F"
"2085","Cesar",2013,"Magic",1.63,128,"M"
"2086","Paulo",2003,"Dogs",2.98,58,"M"
"2087","Larissa",1978,"Guitar",1.59,66,"F"
"2088","Nathália",1965,"Movie",2.75,65,"F"
"2089","Felipe",1955,"Magic",2.65,107,"M"
"2090","Kátia",1979,"Study",1.67,117,"F"
"2091","Melissa",1978,"Food",2.7,73,"F"
"2092","Nina",1987,"Dogs",2.52,86,"F"
"2093","Ricardo",1984,"Chess",1.79,86,"M"
"2094","Nathália",2002,"Chess",2.56,65,"O"
"2095","Ricardo",1964,"Dogs",1.58,82,"M"
"2096","Daniela",1958,"Sports",2.66,87,"F"
"2097","Daniela",1955,"Games",2.91,73,"F"
"2098","Nina",2010,"Sports",2.72,99,"O"
"2099","João",1970,"Food",1.71,63,"M"
"2100","Daniela",2009,"Chess",1.6,83,"F"
"2101","Melissa",1989,"Travel",1.5,85,"F"
"2102","Luis",1967,"Magic",2.63,66,"O"
"2103","Paulo",2001,"Magic",1.55,123,"M"
"2104","Paulo",1957,"Games",2.82,70,"O"
"2105","Ariel",2003,"Chess",1.65,64,"F"
"2106","Letícia",1970,"Magic",2.76,106,"F"
"2107","Daniela",2020,"Study",2.62,56,"O"
"2108","João",2002,"Cats",2.96,83,"O"
"2109","Paulo",2007,"Cats",2.8,130,"M"
"2110","Lucas",2019,"Travel",2.84,101,"M"
"2111","Matheus",1967,"Movie",1.59,68,"M"
"2112","Marina",2015,"Cats",1.92,120,"O"
"2113","Larissa",1993,"Study",2.99,127,"O"
"2114","Marcela",1972,"Chess",2.57,129,"F"
"2115","Cesar",1998,"Movie",2.88,120,"O"
"2116","Ricardo",1974,"Study",1.88,101,"O"
"2117","Rogério",1999,"Games",2.61,90,"M"
"2118","Larissa",2008,"Dogs",2.63,66,"F"
"2119","Ariel",1975,"Dogs",1.76,129,"O"
"2120","Ariel",1976,"Cats",1.56,123,"F"
"2121","David",1984,"Sports",2.55,79,"M"
"2122","Nina",1971,"Movie",2.63,86,"O"
"2123","Nathália",2019,"Sports",1.58,119,"F"
"2124","Daniel",1992,"Sports",1.91,87,"M"
"2125","Felipe",2015,"Chess",2.67,56,"M"
"2126","Marina",1993,"Travel",2.98,64,"F"
"2127","Nathália",2010,"Magic",1.52,58,"F"
"2128","Letícia",1972,"Magic",1.75,63,"O"
"2129","Lucas",2012,"Cats",1.92,90,"O"
"2130","Matheus",1983,"Food",2.72,95,"O"
"2131","Nathália",1995,"Dogs",2.72,122,"F"
"2132","Nathália",1975,"Guitar",2.97,59,"O"
"2133","Lucas",1960,"Dogs",1.72,98,"O"
"2134","Lucas",1983,"Sports",1.52,88,"M"
"2135","Matheus",1979,"Guitar",2.56,130,"M"
"2136","Daniela",1967,"Movie",1.92,93,"F"
"2137","Larissa",1974,"Study",1.73,92,"O"
"2138","Larissa",1999,"Games",2.99,90,"O"
"2139","Lucas",1998,"Food",2.5,69,"O"
"2140","Marcela",1983,"Chess",2.91,114,"O"
"2141","David",1997,"Games",2.54,73,"M"
